SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
4059,"b'SOWSCTG12A6D4FA919'",55526,"b'The Tenor'","b'AR4B1LP1187FB55C83'",,"b''",,"b'Juan Diego Fl\xc3\xb3rez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi'",0.0,222.61506,4,0.688,164.595,3,0.862,"b'Allegro io son'",0
4060,"b'SOBVZHC12AB0181786'",557613,"b'Toutes Les Femmes En Moi'","b'AREMOC71187B996C2F'",,"b''",,"b'Lara Fabian'",0.0,246.20363,8,0.709,104.994,4,0.545,"b'TLFM (Toutes Les Femmes En Moi)'",2009
4061,"b'SOQRMSV12A8C13DD92'",217540,"b'My Story_ Your Song 2006 Greatest Hits Collection [for Digital]'","b'ARMPIH61187FB44227'",,"b''",,"b'Sun Yan-Zi'",0.0,263.49669,8,0.453,99.981,4,1.0,"b'Sensible'",0
4062,"b'SOVSHWF12AF72A75EF'",46559,"b'MTA2-Baptized In Dirty Water'","b'AREMPZY1187B9B8FF3'",,"b'Jackson MS'",,"b'David Banner / Sky / Marcus'",0.0,263.47057,7,0.027,147.327,4,0.551,"b'My Lord'",0
4063,"b'SOKEPVI12A6701E91E'",9552,"b'En las cosas del amor...'","b'AR7BODP1187B9B7766'",,"b''",,"b'Abracadabra'",0.0,194.5073,4,0.696,85.085,4,0.0,"b'Otra vez'",0
4064,"b'SODQZVY12AB018BF68'",590908,"b'Backroom Beats'","b'AR6MUJ91187B99DAAA'",28.63951,"b'Chihuahua Mexico'",-106.07218,"b'Event Horizon'",0.0,440.76363,7,0.523,85.391,4,0.719,"b'Endless Ocean'",2001
4065,"b'SOXVFYT12A81C2351C'",790920,"b'Onda'","b'ARY9J9F1187B990241'",,"b''",,"b'Entre R\xc3\xados'",0.0,285.04771,5,0.862,215.999,3,0.738,"b'Cerca & Extra\xc3\xb1o'",2005
4066,"b'SOYGWDD12A8AE47F23'",281142,"b'20th Century Masters: The Millennium Collection: Best Of The New York Dolls'","b'ARS1OWB1187B99EEAD'",,"b'New York NY'",,"b'The New York Dolls'",0.0,245.68118,9,0.691,88.508,5,0.809,"b'Stranded In The Jungle'",1974
4067,"b'SOXQOHL12AB017D69E'",538761,"b'Dancing With Ghosts'","b'ARORFTD1187B99F7D4'",,"b'\xe5\x8f\xb0\xe5\x8c\x97 Taiwan'",,"b'Epitaph'",0.0,253.75302,9,0.095,113.141,3,0.378,"b'Dancing With Ghosts'",0
4068,"b'SONIUEQ12AB0184D1A'",754719,"b'Every Other Way'","b'AR035N21187FB3938E'",34.23294,"b'Earth'",-102.4102,"b'BT feat. JES'",0.0,550.97424,6,0.663,168.474,4,1.0,"b'Every Other Way'",2010
4069,"b'SOTNLCJ12AB018FA13'",769640,"b'Arika Kane'","b'ARKGGBJ122ECCBAC65'",41.51776,"b'Connecticut'",-72.75753,"b'Arika Kane'",0.0,245.13261,6,0.456,127.757,4,0.814,"b'Here With Me'",0
4070,"b'SOYTZKN12A6D4FB921'",228390,"b'Jazz Yule Love II'","b'ARV3BXR1187B991C82'",,"b''",,"b'Oscar Castro-Neves'",0.0,197.38077,2,0.429,79.992,3,0.343,"b'Air On A Six String'",0
4071,"b'SORZBEO12A8C142A98'",527416,"b"Let's Be Us Again"","b'ARJ6GR01187B98D64D'",,"b''",,"b'Lonestar'",0.0,263.49669,4,0.662,141.171,4,0.53,"b"Somebody's Someone"",2004
4072,"b'SOMGSLD12AB017EDD1'",467254,"b'Dirty King'","b'ARXK6E71187FB4AA1E'",43.64856,"b'Toronto Canada'",-79.38533,"b'The Cliks'",0.0,199.78404,2,0.533,142.948,4,0.811,"b'Career Suicide (CD)'",2009
4073,"b'SOPSBBI12A8C1342C4'",265153,"b'Another Voice'","b'AR0O3AV1187FB4D030'",40.71455,"b'New York NY'",-74.00712,"b'Agnostic Front'",0.0,98.11546,2,0.115,199.527,4,0.0,"b'No One Hears You'",2004
4074,"b'SOWYVEO12AB017FBDB'",327461,"b'Jaci Velasquez'","b'ARSM2YU1187B99D602'",,"b''",,"b'Jaci Velasquez'",0.0,306.65098,2,0.191,89.456,4,0.556,"b'Al Munda Dios Amo (LP Version)'",0
4075,"b'SOMXQEF12AB0181AF0'",637060,"b'Gift Grub 10 (Deluxe Edition)'","b'AROIHOI122988FEB8E'",,"b''",,"b'Mario Rosenstock'",0.0,216.13669,1,0.202,211.688,1,0.846,"b"Obama's Election (Best of 2009)"",0
4076,"b'SODXQTB12A8C13F0F7'",308335,"b'Taking The Long Way'","b'AR11YQ81187FB3C654'",,"b'Austin TX'",,"b'Dixie Chicks'",0.0,351.84281,5,0.458,109.74,4,0.0,"b'Lullaby'",2006
4077,"b'SORXEQN12AB0184EEE'",559845,"b'Menace To Society'","b'AR8FMEN1187FB4A657'",34.05349,"b'Los Angeles CA'",-118.24532,"b'Lizzy Borden'",0.0,268.40771,2,0.441,145.882,4,0.257,"b'Generation Aliens'",1986
4078,"b'SONWRCU12A8C1343B0'",287223,"b'X.O. Experience'","b'ARLLUSZ1187B98ACDC'",,"b''",,"b'Tha Liks featuring Defari'",0.0,233.92608,9,0.339,184.046,4,0.044,"b'My Dear'",2001
4079,"b'SOPAOVE12AC468EC72'",779906,"b'Blues Legends 1930 - 1939'","b'ARGH53H1187B9A5511'",29.76045,"b'Houston TX'",-95.36978,"b'Cliff Bruner'",0.0,188.31628,7,0.685,161.246,4,0.232,"b'Milk Cow Blues'",2004
4080,"b'SOUFLZS12AAF3B21DE'",322341,"b'Memory And Humanity'","b'AROBHK51187B9AD82B'",,"b'Wales'",,"b'Funeral For A Friend'",0.0,160.23465,3,0.562,139.401,4,0.604,"b'Building'",2008
4081,"b'SOGPXXQ12AB0180CC6'",620935,"b'People Get Ready: A Tribute To Curtis Mayfield'","b'ARJFOC01187FB413A5'",33.59233,"b'Lubbock TX'",-101.85587,"b'Delbert McClinton'",0.0,251.29751,7,0.537,126.776,4,0.0,"b'He Will Break Your Heart'",0
4082,"b'SOKSFDI12AB017DBFF'",337773,"b'Novas Vos Trago'","b'AR8KUS11187B98C991'",,"b''",,"b'Brigada Victor Jara'",0.0,223.76444,7,0.583,119.901,5,0.669,"b'Parto em terras distantes (2.\xc2\xaa vers\xc3\xa3o)'",1998
4083,"b'SOJWGBZ12AB018B730'",710761,"b'Legion Of Boom'","b'ARNRPI31187B9AC699'",,"b'Los Angeles CA'",,"b'The Crystal Method'",0.0,228.85832,10,0.058,130.006,4,0.0,"b'Realizer'",2004
4084,"b'SOORKEP12A6D4FBB59'",226623,"b'Comedy You Can Dance To'","b'ARR2NH51187B98CE4C'",,"b''",,"b'Kate Clinton'",0.0,186.53995,9,0.528,132.345,3,0.527,"b'The Urge To Merge'",0
4085,"b'SOLWTDG12A6701E978'",14329,"b'From The Muddy Banks Of The Wishkah'","b'ARH3S5S1187FB4F76B'",,"b'London England'",,"b'Nirvana'",0.0,160.33914,6,0.526,170.069,4,0.401,"b'School'",0
4086,"b'SOJIMUS12AB0181194'",419238,"b'The Very Best of Beenie Man Gold'","b'ARVUN5F1187FB4CCC7'",,"b'Kingston Jamaica'",,"b'Beenie Man'",0.0,241.26649,1,0.703,120.956,5,1.0,"b'Once a Year'",0
4087,"b'SOGXKPF12A582916B9'",238284,"b'Gateway'","b'ARRH2S81187B98C8AA'",43.07295,"b'Madison Wisconsin'",-89.38669,"b'Bongzilla'",0.0,475.11465,4,0.9,89.997,3,0.895,"b'666lb. Bongsession'",2002
4088,"b'SOPEDTR12AB0185B7A'",753939,"b'Oh...Hello!'","b'AR59GUH1187FB4DF84'",,"b''",,"b'Scissors for Sparrow'",0.0,225.27955,5,0.276,120.958,4,0.315,"b'Top of the Hill_ Bottom of the Valley...Uhh!'",0
4089,"b'SOPPCXM12A6D4F66BC'",47668,"b"I'm Going To Tell You A Secret"","b'ARBEOHF1187B9B044D'",,"b'Bay City MI'",,"b'Madonna'",0.0,330.94485,6,0.291,116.169,4,0.493,"b'Vogue [Live]'",2006
4090,"b'SOKBKBA12A8C13338A'",146411,"b'Guiding Star (Naledi Ya Tsela)'","b'ARW1DZQ1187B9A18E0'",,"b''",,"b'Vusi Mahlasela'",0.0,358.71302,9,0.397,190.019,5,0.567,"b'Our Sand'",0
4091,"b'SOCVDDL12A6D4F9A6C'",43847,"b'Thirteen'","b'ARNBV1X1187B996249'",,"b''",,"b'Alex'",0.0,250.69669,2,0.264,147.871,4,0.807,"b'What If'",0
4092,"b'SOAEYFM12AC3DF51A2'",683433,"b'Hesitate'","b'ARUJSSR1241B9CAF37'",,"b''",,"b'MyKungFu'",0.0,209.57995,1,0.411,110.644,3,0.771,"b'Hesitate'",0
4093,"b'SOBEYDE12A8C141417'",620941,"b"Here's The Deal"","b'ARMFGS71187B98ED03'",,"b''",,"b'Liquid Soul'",0.0,285.28281,10,0.467,183.836,4,0.0,"b'Dysfunction'",2000
4094,"b'SOIJWMK12AC9073334'",783213,"b'BBC In Concert (19th January 1991)'","b'AR2HXXS1187B9AF3E2'",,"b''",,"b'Jesus Jones'",0.0,192.62649,7,0.951,114.995,4,0.907,"b'Real_ Real_ Real (BBC In Concert)'",0
4095,"b'SOXJRPT12A8C13D0FD'",105575,"b'Sanna Nielsen - Min \xc3\xb6nskejul 2001'","b'AR3Q3QT1187FB396E7'",62.19845,"b'Sweden'",17.55142,"b'Sanna Nielsen'",0.0,200.30649,5,0.738,80.981,4,0.418,"b'D\xc3\xa5 \xc3\xa4r det jul'",0
4096,"b'SONPKQG12A8C145AE2'",321603,"b'Angels & Outlaws'","b'ARBZHTB1187FB3A725'",,"b''",,"b'Aaron Watson'",0.0,257.35791,9,0.483,124.15,3,0.498,"b'Sweet Contradiction'",2008
4097,"b'SOTDWOU12A8C137EDE'",201582,"b"Chillin' Voices Vol.1"","b'ARDNMNC11F4C842FDE'",,"b''",,"b'Sin Plomo feat. Boris G.'",0.0,299.72853,5,0.05,72.022,5,0.721,"b"Why can't we live together"",0
4098,"b'SOUSXRA12A8AE490AC'",236601,"b'Music For The Spirit Volume 3'","b'ARMSW7X1187FB5B504'",34.05349,"b'California - LA'",-118.24532,"b'Dave Eggar'",0.0,240.09098,8,0.317,97.243,4,0.054,"b"Sorrow's Call"",1998
4099,"b'SOUURWE12AB0182EA3'",814747,"b'We Sing of Only Blood or Love'","b'AR2BG0R1187FB398C3'",29.59733,"b'Houma LA'",-90.71913,"b'Dax Riggs'",0.0,158.51057,11,0.534,124.409,4,0.0,"b'Night is the Notion'",2007
4100,"b'SOYBGAI12AC468AA34'",605794,"b'Tumi Cuba Classics Vol 1: Son'","b'ARGUVEV1187B98BA17'",,"b''",,"b'Grupo Sierra Maestra'",0.0,239.46404,9,0.847,138.561,1,0.193,"b'Aunque Tu Mami No Quiera'",0
4101,"b'SOKWYNX12A58A802A6'",36444,"b'Give It All Away'","b'AR6ET9I1187FB53C65'",,"b'Scotland'",,"b'Ben Jelen'",0.0,240.32608,7,1.0,101.954,4,1.0,"b'Wicked Little Town (Album Version)'",2004
4102,"b'SOJEBLF12A8C138B50'",156787,"b'Cry For The Desert'","b'ARUTS6Y1187FB5BDAB'",,"b''",,"b'Twila Paris'",0.0,290.19383,7,0.554,105.834,4,0.818,"b'How Beautiful (Cry For The Desert Album Version)'",1990
4103,"b'SOONMID12AB0180F92'",511363,"b'Better Days'","b'ARHLYXD11F50C4B49E'",,"b''",,"b'Bruisers'",0.0,151.53587,9,0.58,114.648,4,0.636,"b'Police Opression'",0
4104,"b'SOFHSVX12AB0180161'",331313,"b'Is It Wrong'","b'ARZSFIJ1187B98B8BC'",36.16778,"b'Nashville TN'",-86.77836,"b'Warner mack'",0.0,120.42404,9,0.058,153.898,4,0.0,"b'How Long Will It Take'",0
4105,"b'SOIPXAK12A8C133A08'",143822,"b'Homecoming Hymns'","b'ARBB58Y1187B9B621B'",,"b''",,"b'Bill & Gloria Gaither'",0.0,199.02649,0,0.956,50.066,1,0.0,"b'God Lead Us Along (Homecoming Hymns Version)'",0
4106,"b'SOJPEUX12A8C138B18'",300907,"b'Edmond Leung Collections'","b'ARGP7WY1187FB45464'",,"b''",,"b'Edmond Leung'",0.0,211.17342,0,0.537,106.879,4,1.0,"b'Xing Dao Shou'",0
4107,"b'SOINLKW12A6D4F8F83'",34605,"b'The Man!'","b'ARVML4B1187FB52324'",40.73197,"b'Newark NJ'",-74.17418,"b'Leroy Hutson'",0.0,181.55057,4,0.054,122.524,4,1.0,"b'Ella Weez'",1974
4108,"b'SORMAAO12AC9075357'",601112,"b'The Transactional Dharma of Roj'","b'ARMRQFC1269FCD2C40'",,"b''",,"b'Roj'",0.0,65.95873,7,0.05,115.307,4,0.614,"b'The Process Revealed'",0
4109,"b'SOPRQEX12A8C133558'",289164,"b'The Ecleftic -2 Sides II A Book'","b'ARRJ3UC1187FB579D7'",,"b'Croix-des-Bouquets  Haiti'",,"b'Wyclef Jean'",0.0,319.97342,0,0.773,189.99,7,0.857,"b'Something About Mary'",2000
4110,"b'SORIWJQ12A8AE4778E'",135226,"b'Expression'","b'ARHINI31187B995C1D'",,"b''",,"b'Singing Melody'",0.0,231.67955,10,0.226,146.545,3,0.521,"b'I Never Know'",0
4111,"b'SONZDGL12AB018CD7C'",729053,"b'Maysa'","b'ARAHQDS1187FB55275'",,"b''",,"b'Maysa'",0.0,176.37832,5,0.427,82.72,5,0.116,"b'Escuta_ Noel'",2003
4112,"b'SOLZZPQ12A8C130C70'",192744,"b'Back To The Front'","b'AR19SOA1187B98F6E6'",40.71455,"b'New York'",-74.00712,"b'Bob Neuwirth'",0.0,209.34485,7,0.719,123.836,4,0.919,"b'Turn It Around'",0
4113,"b'SOEUZAC12AB018C2B0'",673515,"b'The Beginning Of It All'","b'ARISHTQ1187FB3E6F0'",,"b''",,"b'Ben E. King'",0.0,200.54159,10,0.0,157.118,1,0.234,"b'Love Is Gonna Get You'",0
4114,"b'SOPXSEX12A670204A0'",19068,"b'Dance Into The Light'","b'AR9W3X91187FB3994C'",,"b'Chiswick London England'",,"b'Phil Collins'",0.0,260.96281,8,0.619,129.729,4,0.761,"b"That's What You Said  (LP Version)"",1996
4115,"b'SOCZYSK12A8C135DB0'",235358,"b'Southern Style'","b'ARWLUAI11F4C840637'",,"b''",,"b'Jeanne Robertson'",0.0,140.09424,5,0.446,80.311,5,0.883,"b'Mumbling or hearing loss?'",0
4116,"b'SOYBSGS12A8C140EBF'",220244,"b'The Dream Merchant 2'","b'ARF9EI11187B9AB66C'",,"b'North Carolina'",,"b'9th Wonder'",0.0,184.92036,6,0.179,171.968,7,0.181,"b'Saved'",0
4117,"b'SOGFNPM12AB0183EFA'",410068,"b'The Grand'","b'ARDVUFT1187B994637'",,"b''",,"b'Cabin Crew'",0.0,194.97751,10,0.484,85.348,5,0.86,"b"Can't Stop (Mind electric Remix)"",2009
4118,"b'SOUXPPN12CF530E5EB'",303750,"b'Legends'","b'ARYJSY01187B9B7C65'",,"b'Locust Ridge TN'",,"b'Dolly Parton'",0.0,294.24281,7,0.686,137.865,1,0.0,"b'Light Of A Clear Blue Morning'",1977
4119,"b'SOEXJDG12A8C137AE8'",98433,"b'Lockwood'","b'ARXXCHI1241B9C54EE'",29.97525,"b'Cypress Texas'",-95.6802,"b'Lockwood'",0.0,256.46975,0,0.421,107.386,4,0.886,"b'Meat Parade'",0
4120,"b'SOKQUFP12A8C140A16'",168108,"b'Live Wire/Blues Power'","b'AR80BY41187B98DECF'",33.45081,"b'Indianola MS'",-90.645,"b'Albert King'",0.0,244.27057,1,0.782,152.2,3,0.556,"b'Watermelon Man'",1968
4121,"b'SOAOPVN12AAF3B1856'",422785,"b'SOS'","b'ARKU3Z61187FB51DCA'",13.11199,"b'St Michael Barbados '",-59.59895,"b'Rihanna'",0.0,244.50567,6,0.495,139.304,4,0.421,"b'SOS'",2006
4122,"b'SOXESGI12A8C13F85C'",566599,"b'Born With The Blues Double'","b'ARGHPIE1187FB3CCDF'",33.7621,"b'Minter City MS'",-90.30507,"b'Fenton Robinson'",0.0,263.73179,10,0.524,114.255,3,0.634,"b'Somebody Loan Me A Dime'",1990
4123,"b'SODMXRL12A58A7E9C6'",150501,"b'Miles To Miles'","b'AR0LVFQ1187B9A84E0'",40.71455,"b'NY - New York City'",-74.00712,"b'Jason Miles'",0.0,30.45832,1,0.0,61.589,7,0.535,"b'Flamenco Sketches (Intro)'",0
4124,"b'SODJYRI12AB0188BDD'",559294,"b'Solo in Rio 1959'","b'ARQCHDN1187FB4C7C2'",-22.97673,"b'Rio de Janeiro Brazil'",-43.19508,"b'Luiz Bonfa'",0.0,147.87873,9,0.421,104.475,4,0.232,"b'Manh\xc3\xa3 de Carnaval'",1989
4125,"b'SOVTUWX12A58A7E944'",212982,"b'Life Is Good'","b'ARMT23H1187B995083'",29.42449,"b'SAN ANTONIO Texas'",-98.49462,"b'Emilio'",0.0,175.72526,7,0.578,117.532,4,0.428,"b'Even If I Tried'",0
4126,"b'SOVQEOZ12AB0181472'",435984,"b'Encuentro De Charangas'","b'ARWGY6U1187B98B228'",21.51102,"b'Cuba'",-77.80679,"b'Orquesta Sublime'",0.0,178.33751,2,0.0,128.367,4,0.095,"b'Se Acabo El Carbon'",0
4127,"b'SOZJQGK12A6D4FD5BE'",274438,"b'Nature Of The Beast'","b'ARFKYG51187FB4CE41'",44.64616,"b'Halifax Nova Scotia Canada'",-63.57392,"b'April Wine'",0.0,214.43873,4,0.705,138.572,1,0.0,"b'Caught In The Crossfire'",1981
4128,"b'SOHFZQQ12A58A7FA07'",604232,"b'Fantastic Mr. Fox (Original Soundtrack)'","b'AR4B3RX1187B9A868A'",,"b''",,"b'Alexandre Desplat'",0.0,86.22975,10,0.333,120.08,4,0.0,"b'High-Speed French Train'",2009
4129,"b'SOUNBPD12A6D4FDB4E'",125275,"b'DJ Edition'","b'ARNQ7UN1187B98EE77'",,"b'Berlin Germany'",,"b'Novaspace'",0.0,356.23138,0,0.009,131.985,4,0.377,"b'Summer Of Love'",2004
4130,"b'SOJJIDZ12A8C134C8F'",454438,"b'Headlock'","b'ARSQRPG11C8A4174C6'",,"b''",,"b'Esser'",0.0,191.55546,10,0.296,121.988,3,1.0,"b'Headlock'",2008
4131,"b'SOEAUZI12AC907268A'",737285,"b'Martin Schanche'","b'AR93K7R1187B9AC92A'",59.91228,"b'Oslo Norway'",10.74998,"b'Black Debbath'",0.0,278.46485,5,0.996,132.642,4,0.508,"b'Where To Piss And Shit In Oslo'",2009
4132,"b'SOEDKCH12AB01860C6'",601526,"b'Radio Hits 3'","b'ARWSMC91187B9AD369'",51.48126,"b'Cardiff Wales'",-3.18067,"b'Helen Love'",0.0,185.36444,8,0.982,95.575,4,0.731,"b'Shifty Disco Girl'",2000
4133,"b'SOPOJXE12A6D4FA9BA'",72485,"b'Missing'","b'AR2WUJP1187B99364C'",,"b''",,"b'Nicola Fasano Feat. Paula B'",0.0,445.33506,4,0.521,125.997,4,0.64,"b'Missing (Olivier Berger Mix)'",0
4134,"b'SOBDGYX12A8C135C37'",150976,"b'Esto Es Lo Nuestro Vol.2'","b'ARDWS2V1187B99AED0'",,"b''",,"b'Mazz'",0.0,209.10975,2,0.307,107.233,4,0.794,"b'Borrare Tu Nombre'",0
4135,"b'SOZSDYI12A8C13ED4D'",111874,"b"A's_ B's And Rarities"","b'AR6UVLC1187B9B4D4C'",42.33168,"b'Detroit MI'",-83.04792,"b'Suzi Quatro'",0.0,207.882,4,1.0,124.519,4,1.0,"b'Kids Of Tragedy'",2004
4136,"b'SOJRFYT12A6D4F9972'",40837,"b'Hello_ I Must Be Going'","b'AR9W3X91187FB3994C'",,"b'Chiswick London England'",,"b'Phil Collins'",0.0,316.39465,5,0.0,121.044,4,1.0,"b"I Cannot Believe It's True"",1982
4137,"b'SOGORRZ12AB0183975'",354006,"b'Factory Records: Communications 1978-92'","b'ARPATQ21187B9ACAFC'",53.4796,"b'Manchester England'",-2.24881,"b'Happy Mondays'",0.0,239.75138,0,0.008,117.933,4,1.0,"b'Kinky Afro [Remastered Version]'",0
4138,"b'SOBYYOX12A8C13FE6A'",566021,"b'The Atlantic Records Story'","b'ARWIMT21187B9B5AEC'",32.58507,"b'Mississippi'",-89.87374,"b'Joe Turner'",0.0,198.50404,5,0.166,101.77,5,0.722,"b'Chains Of Love'",0
4139,"b'SOWZIPP12A8C13333A'",284567,"b'The Columbia Years:  1922-1940'","b'ARSDSMG1187B98CB59'",40.71455,"b'New York NY'",-74.00712,"b'Eddie Cantor'",0.0,196.88444,5,0.495,77.963,5,0.581,"b'When My Ship Comes In'",1994
4140,"b'SOFERCA12CF530E5F2'",295306,"b'RCA Country Legends'","b'ARTYGL51187B98F9D3'",33.13178,"b'Crossett AR'",-91.96148,"b'K.T. Oslin'",0.0,229.45914,4,0.923,163.969,4,0.566,"b'Come Next Monday'",1993
4141,"b'SOWVTCS12AC468543B'",605380,"b'Finally'","b'ARZCXO91187FB53708'",32.67828,"b'Georgia'",-83.22295,"b'Justin'",0.0,203.2322,10,0.472,104.71,4,1.0,"b'Show Me'",0
4142,"b'SOSCSUO12A58A80530'",79225,"b'Lullaby - Music for the Quiet Times'","b'AR23EC41187FB4805D'",40.14323,"b'New Jersey'",-74.72671,"b'The American Boychoir'",0.0,122.51383,7,0.472,104.289,1,0.0,"b'Minuet in g minor'",0
4143,"b'SOAVKMN12A58A7C691'",299837,"b'Junge Roemer'","b'AR5DXUU1187B9B0E42'",48.20254,"b'Vienna Austria'",16.3688,"b'Falco'",0.0,228.12689,5,0.45,123.028,4,0.926,"b"Brillantin' Brutal'"",1984
4144,"b'SOLUUHX12A8C136926'",259608,"b'New Hope for the Wretched / Metal Priestess'","b'ARYSIIT11F50C511A5'",,"b''",,"b'The Plasmatics'",0.0,94.51057,7,0.139,124.439,4,0.215,"b'Living Dead'",0
4145,"b'SOKGHNS12AB0185DB0'",460246,"b'Drama_ Spiel und Blut (Das Archiv Teil 1)'","b'ARFY8NV1187B9B1961'",,"b''",,"b'Der Moderne Man'",0.0,238.8371,11,0.314,96.154,4,0.0,"b'Gib mir den Tod (Live)'",0
4146,"b'SOMTQWW12A8C13F17C'",216163,"b'Best Of Buddy Miles'","b'ARIIEQL1187FB5CE68'",41.26069,"b'Omaha NE'",-95.93995,"b'Buddy Miles'",0.0,218.3571,7,0.394,94.57,5,0.362,"b'Midnight Rider'",1997
4147,"b'SOFCZGT12A8C13918D'",154278,"b'Chao Wo'","b'ARGGEGH11F4C83C076'",,"b''",,"b'Miriam Yeung'",0.0,277.15873,9,0.841,135.064,4,0.271,"b'Chao Wo'",0
4148,"b'SODYNOZ12A8C13D20D'",244041,"b"Musica Sacra Nella Napoli del '700"","b'ARGAJDQ11F50C4EDDF'",,"b''",,"b'Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola'",0.0,84.1922,6,0.231,59.49,1,0.0,"b'Miserere: XI. Cor Mundum'",0
4149,"b'SOOIFZO12A58A7BFF0'",483488,"b'Notwithstanding'","b'ARJUSOQ1187FB3E063'",,"b''",,"b'Chalk Farm'",0.0,294.08608,2,0.035,191.033,4,1.0,"b'Lillie Anne'",1996
4150,"b'SOWODCW12A58A7AB81'",331432,"b'Monuments'","b'ARD44H211C8A422686'",,"b''",,"b'This Or The Apocalypse'",0.0,293.66812,9,0.725,163.935,3,0.399,"b'Two Wars'",2008
4151,"b'SORYXHP12A8BEE954B'",715572,"b'Rocket Redux'","b'ARTR7971187FB4CF69'",41.50471,"b'Cleveland OH'",-81.69074,"b'Rocket From The Tombs'",0.0,138.44853,9,0.0,164.23,1,0.0,"b'Frustration'",2002
4152,"b'SOMQRBU12A8C130DE1'",192886,"b'Ooh Wee Pretty Baby!'","b'ARJIQLJ1187B998316'",30.9742,"b'Louisiana'",-91.52382,"b'Long John Hunter'",0.0,117.83791,0,0.008,81.988,3,0.999,"b'Slash'",0
4153,"b'SOFEBHT12AB0188E7E'",766158,"b'Sigui'","b'ARLV03V1187B9A33A9'",,"b''",,"b'Djelimady Tounkara'",0.0,303.90812,0,0.823,125.693,1,0.0,"b'Sigui'",2001
4154,"b'SOHJXOB12AB018627B'",762361,"b'Naked Songs Live And Acoustic'","b'ARXPE571187FB4AFD0'",,"b'Chicago IL'",,"b'Rickie Lee Jones'",0.0,287.16363,7,1.0,90.373,3,0.665,"b'It Must Be Love (Live Acoustic Version)'",0
4155,"b'SOTLXEX12A6D4F96EA'",45266,"b'Very Best Of Degarmo & Key'","b'ARB45GQ1187B98D2B4'",,"b''",,"b'DeGarmo & Key'",0.0,173.19138,9,0.476,127.89,5,0.524,"b'Out Of The Danger Zone (Degarmo And Key Album Version)'",0
4156,"b'SOUNAQQ12A6701EBA8'",13862,"b'Minimum - Maximum'","b'AR1ZKBE1187FB53629'",,"b'D\xef\xbf\xbdorf Germany'",,"b'Kraftwerk'",0.0,531.61751,2,0.901,166.015,4,0.85,"b'Autobahn (Live)'",2008
4157,"b'SOTIGFM12AB018A3E7'",468536,"b'Dee Clark Selected Hits Vol. 3'","b'AR8WHEJ1187B98CDCA'",34.7519,"b'Blythesville AR'",-92.13055,"b'Dee Clark'",0.0,178.49424,1,0.593,82.79,4,0.732,"b'Whispering Grass - Original'",0
4158,"b'SOMAWEN12A6D4FC37F'",530201,"b'Jim Jones Presents M.O.B. (Members Of Byrdgang)'","b'AR7FN5Y1187B99B248'",,"b''",,"b'J.R. Writer_ Jha Jha'",0.0,145.10975,6,0.562,151.936,4,0.679,"b'What It Do'",0
4159,"b'SOQNELE12AB0187B0A'",770835,"b'A la Conquista'","b'ARCTEJY1269FCCF46D'",,"b''",,"b'Mr. Grillo'",0.0,208.45669,4,0.23,191.956,4,1.0,"b'Aqui Estoy'",0
4160,"b'SOTTFNT12A8C14333D'",376903,"b"Number 1's of the 50's"","b'AREDBBQ1187B98AFF5'",,"b''",,"b'Eddie Calvert'",0.0,163.52608,5,0.0,107.302,4,0.703,"b'O Mein Papa'",2001
4161,"b'SOSCHBV12AB017F968'",489422,"b'THE FREQUENCY'","b'ARCRSUM1187FB52AB0'",,"b''",,"b'The Frequency'",0.0,195.21261,7,0.258,118.008,4,1.0,"b'Stop It'",2004
4162,"b'SOJFDTQ12A8C140F90'",174705,"b'The Hokum Boys Vol. 1939'","b'ARL2XD71187B9B690B'",,"b''",,"b'The Hokum Boys'",0.0,209.73669,5,0.332,116.096,4,0.639,"b"Ain't Goin' To Beg You For That Stuff"",0
4163,"b'SOQKEIO12A8C135319'",289142,"b'Cut The Crap'","b'AR13CXU1187B9AD30A'",51.52328,"b'London England'",-0.21346,"b'The Clash'",0.0,159.65995,2,0.433,150.871,4,1.0,"b'Life Is Wild'",1985
4164,"b'SOOMQYS12A8C141F23'",225360,"b'Karaoke : The Best Of Hip-Hop Volume 7'","b'ARTE9CG1187B99B1AF'",,"b''",,"b'Karaoke (Made famous by DMX)'",0.0,218.17424,10,0.138,91.001,4,0.809,"b"Ruff Ryder's Anthem (Guide Vocal)"",0
4165,"b'SOSDPXR12A58A7A45D'",217680,"b"Time Doesn't Notice"","b'ARVTGUZ1187B9AA3DA'",30.43977,"b'Tallahassee FL'",-84.28065,"b'No Address'",0.0,286.4322,5,0.923,87.106,4,0.837,"b'Pretty Girl (Amended Version)'",2005
4166,"b'SOQKIOE12AB017C818'",444039,"b'Kinderlieder Vol.2'","b'ARTWWNA1187B9B3BD7'",,"b''",,"b'Frederik'",0.0,113.99791,0,0.082,160.114,3,0.698,"b'Es klappert die M\xc3\xbchle'",0
